location,utc,PM2.5,PM10,Total,unit
Camden - Bloomsbury,2021-10-13 20:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-13 19:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-13 18:00:00+00:00,8,15,23,µg/m³
Camden - Bloomsbury,2021-10-13 17:00:00+00:00,8,15,23,µg/m³
Camden - Bloomsbury,2021-10-13 16:00:00+00:00,8,15,23,µg/m³
Camden - Bloomsbury,2021-10-13 15:00:00+00:00,9,15,24,µg/m³
Camden - Bloomsbury,2021-10-13 14:00:00+00:00,9,15,24,µg/m³
Camden - Bloomsbury,2021-10-13 13:00:00+00:00,9,14,23,µg/m³
Camden - Bloomsbury,2021-10-13 12:00:00+00:00,9,15,24,µg/m³
Camden - Bloomsbury,2021-10-13 11:00:00+00:00,9,14,23,µg/m³
Camden - Bloomsbury,2021-10-13 10:00:00+00:00,9,14,23,µg/m³
Camden - Bloomsbury,2021-10-13 09:00:00+00:00,9,14,23,µg/m³
Camden - Bloomsbury,2021-10-13 08:00:00+00:00,9,14,23,µg/m³
Camden - Bloomsbury,2021-10-13 07:00:00+00:00,9,15,24,µg/m³
Camden - Bloomsbury,2021-10-13 06:00:00+00:00,9,15,24,µg/m³
Camden - Bloomsbury,2021-10-13 05:00:00+00:00,10,16,26,µg/m³
Camden - Bloomsbury,2021-10-13 04:00:00+00:00,10,16,26,µg/m³
Camden - Bloomsbury,2021-10-13 03:00:00+00:00,10,16,26,µg/m³
Camden - Bloomsbury,2021-10-13 02:00:00+00:00,10,16,26,µg/m³
Camden - Bloomsbury,2021-10-13 01:00:00+00:00,4,13,17,µg/m³
Camden - Bloomsbury,2021-10-13 00:00:00+00:00,11,17,28,µg/m³
Camden - Bloomsbury,2021-10-12 23:00:00+00:00,11,18,29,µg/m³
Camden - Bloomsbury,2021-10-12 22:00:00+00:00,11,19,30,µg/m³
Camden - Bloomsbury,2021-10-12 21:00:00+00:00,12,20,32,µg/m³
Camden - Bloomsbury,2021-10-12 20:00:00+00:00,12,20,32,µg/m³
Camden - Bloomsbury,2021-10-12 19:00:00+00:00,12,20,32,µg/m³
Camden - Bloomsbury,2021-10-12 18:00:00+00:00,12,21,33,µg/m³
Camden - Bloomsbury,2021-10-12 17:00:00+00:00,12,22,34,µg/m³
Camden - Bloomsbury,2021-10-12 16:00:00+00:00,12,22,34,µg/m³
Camden - Bloomsbury,2021-10-12 15:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 14:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 13:00:00+00:00,11,23,34,µg/m³
Camden - Bloomsbury,2021-10-12 12:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 11:00:00+00:00,12,22,34,µg/m³
Camden - Bloomsbury,2021-10-12 10:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 09:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 08:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 07:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 06:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 05:00:00+00:00,11,22,33,µg/m³
Camden - Bloomsbury,2021-10-12 04:00:00+00:00,11,21,32,µg/m³
Camden - Bloomsbury,2021-10-12 03:00:00+00:00,10,21,31,µg/m³
Camden - Bloomsbury,2021-10-12 02:00:00+00:00,10,21,31,µg/m³
Camden - Bloomsbury,2021-10-12 01:00:00+00:00,12,27,39,µg/m³
Camden - Bloomsbury,2021-10-12 00:00:00+00:00,10,20,30,µg/m³
Camden - Bloomsbury,2021-10-11 23:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-11 22:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-11 21:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-11 20:00:00+00:00,8,18,26,µg/m³
Camden - Bloomsbury,2021-10-11 19:00:00+00:00,8,18,26,µg/m³
Camden - Bloomsbury,2021-10-11 18:00:00+00:00,8,18,26,µg/m³
Camden - Bloomsbury,2021-10-11 17:00:00+00:00,8,17,25,µg/m³
Camden - Bloomsbury,2021-10-11 16:00:00+00:00,8,17,25,µg/m³
Camden - Bloomsbury,2021-10-11 15:00:00+00:00,8,17,25,µg/m³
Camden - Bloomsbury,2021-10-11 14:00:00+00:00,8,17,25,µg/m³
Camden - Bloomsbury,2021-10-11 13:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-11 12:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-11 11:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-10-11 10:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-11 09:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-11 08:00:00+00:00,9,17,26,µg/m³
Camden - Bloomsbury,2021-10-11 07:00:00+00:00,10,18,28,µg/m³
Camden - Bloomsbury,2021-10-11 06:00:00+00:00,11,18,29,µg/m³
Camden - Bloomsbury,2021-10-11 05:00:00+00:00,12,20,32,µg/m³
Camden - Bloomsbury,2021-10-11 04:00:00+00:00,13,20,33,µg/m³
Camden - Bloomsbury,2021-10-11 03:00:00+00:00,15,21,36,µg/m³
Camden - Bloomsbury,2021-10-11 02:00:00+00:00,16,22,38,µg/m³
Camden - Bloomsbury,2021-10-11 01:00:00+00:00,6,10,16,µg/m³
Camden - Bloomsbury,2021-10-11 00:00:00+00:00,18,24,42,µg/m³
Camden - Bloomsbury,2021-10-10 23:00:00+00:00,20,26,46,µg/m³
Camden - Bloomsbury,2021-10-10 22:00:00+00:00,21,27,48,µg/m³
Camden - Bloomsbury,2021-10-10 21:00:00+00:00,23,29,52,µg/m³
Camden - Bloomsbury,2021-10-10 20:00:00+00:00,24,30,54,µg/m³
Camden - Bloomsbury,2021-10-10 19:00:00+00:00,26,31,57,µg/m³
Camden - Bloomsbury,2021-10-10 18:00:00+00:00,27,32,59,µg/m³
Camden - Bloomsbury,2021-10-10 17:00:00+00:00,28,33,61,µg/m³
Camden - Bloomsbury,2021-10-10 16:00:00+00:00,28,33,61,µg/m³
Camden - Bloomsbury,2021-10-10 15:00:00+00:00,30,35,65,µg/m³
Camden - Bloomsbury,2021-10-10 14:00:00+00:00,30,35,65,µg/m³
Camden - Bloomsbury,2021-10-10 13:00:00+00:00,31,37,68,µg/m³
Camden - Bloomsbury,2021-10-10 12:00:00+00:00,31,37,68,µg/m³
Camden - Bloomsbury,2021-10-10 11:00:00+00:00,32,38,70,µg/m³
Camden - Bloomsbury,2021-10-10 10:00:00+00:00,34,39,73,µg/m³
Camden - Bloomsbury,2021-10-10 09:00:00+00:00,35,40,75,µg/m³
Camden - Bloomsbury,2021-10-10 08:00:00+00:00,35,40,75,µg/m³
Camden - Bloomsbury,2021-10-10 07:00:00+00:00,35,40,75,µg/m³
Camden - Bloomsbury,2021-10-10 06:00:00+00:00,34,39,73,µg/m³
Camden - Bloomsbury,2021-10-10 05:00:00+00:00,34,39,73,µg/m³
Camden - Bloomsbury,2021-10-10 04:00:00+00:00,34,39,73,µg/m³
Camden - Bloomsbury,2021-10-10 03:00:00+00:00,33,39,72,µg/m³
Camden - Bloomsbury,2021-10-10 02:00:00+00:00,33,39,72,µg/m³
Camden - Bloomsbury,2021-10-10 01:00:00+00:00,39,40,79,µg/m³
Camden - Bloomsbury,2021-10-10 00:00:00+00:00,33,40,73,µg/m³
Camden - Bloomsbury,2021-10-09 23:00:00+00:00,32,39,71,µg/m³
Camden - Bloomsbury,2021-10-09 22:00:00+00:00,32,39,71,µg/m³
Camden - Bloomsbury,2021-10-09 21:00:00+00:00,32,39,71,µg/m³
Camden - Bloomsbury,2021-10-09 20:00:00+00:00,31,38,69,µg/m³
Camden - Bloomsbury,2021-10-09 19:00:00+00:00,30,37,67,µg/m³
Camden - Bloomsbury,2021-10-09 18:00:00+00:00,29,36,65,µg/m³
Camden - Bloomsbury,2021-10-09 17:00:00+00:00,28,35,63,µg/m³
Camden - Bloomsbury,2021-10-09 16:00:00+00:00,27,35,62,µg/m³
Camden - Bloomsbury,2021-10-09 15:00:00+00:00,27,34,61,µg/m³
Camden - Bloomsbury,2021-10-09 14:00:00+00:00,26,34,60,µg/m³
Camden - Bloomsbury,2021-10-09 13:00:00+00:00,23,32,55,µg/m³
Camden - Bloomsbury,2021-10-09 12:00:00+00:00,23,31,54,µg/m³
Camden - Bloomsbury,2021-10-09 11:00:00+00:00,22,30,52,µg/m³
Camden - Bloomsbury,2021-10-09 10:00:00+00:00,21,29,50,µg/m³
Camden - Bloomsbury,2021-10-09 09:00:00+00:00,19,28,47,µg/m³
Camden - Bloomsbury,2021-10-09 08:00:00+00:00,18,27,45,µg/m³
Camden - Bloomsbury,2021-10-09 07:00:00+00:00,17,26,43,µg/m³
Camden - Bloomsbury,2021-10-09 06:00:00+00:00,16,26,42,µg/m³
Camden - Bloomsbury,2021-10-09 05:00:00+00:00,14,24,38,µg/m³
Camden - Bloomsbury,2021-10-09 04:00:00+00:00,14,23,37,µg/m³
Camden - Bloomsbury,2021-10-09 03:00:00+00:00,12,21,33,µg/m³
Camden - Bloomsbury,2021-10-09 02:00:00+00:00,12,21,33,µg/m³
Camden - Bloomsbury,2021-10-09 01:00:00+00:00,35,49,84,µg/m³
Camden - Bloomsbury,2021-10-09 00:00:00+00:00,10,18,28,µg/m³
Camden - Bloomsbury,2021-10-08 23:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-10-08 22:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-10-08 21:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-08 20:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-08 19:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-08 18:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-08 17:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-08 16:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-08 15:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-08 14:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-08 13:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-08 12:00:00+00:00,7,14,21,µg/m³
Camden - Bloomsbury,2021-10-08 11:00:00+00:00,7,14,21,µg/m³
Camden - Bloomsbury,2021-10-08 10:00:00+00:00,7,14,21,µg/m³
Camden - Bloomsbury,2021-10-08 09:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-10-08 08:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-10-08 07:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-08 06:00:00+00:00,8,16,24,µg/m³
Camden - Bloomsbury,2021-10-08 05:00:00+00:00,8,17,25,µg/m³
Camden - Bloomsbury,2021-10-08 04:00:00+00:00,8,17,25,µg/m³
Camden - Bloomsbury,2021-10-08 03:00:00+00:00,8,18,26,µg/m³
Camden - Bloomsbury,2021-10-08 02:00:00+00:00,9,18,27,µg/m³
Camden - Bloomsbury,2021-10-08 01:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-10-08 00:00:00+00:00,9,18,27,µg/m³
Camden - Bloomsbury,2021-10-07 23:00:00+00:00,9,18,27,µg/m³
Camden - Bloomsbury,2021-10-07 22:00:00+00:00,9,18,27,µg/m³
Camden - Bloomsbury,2021-10-07 21:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-07 20:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-07 19:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-07 18:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-07 17:00:00+00:00,9,19,28,µg/m³
Camden - Bloomsbury,2021-10-07 16:00:00+00:00,9,18,27,µg/m³
Camden - Bloomsbury,2021-10-07 15:00:00+00:00,9,18,27,µg/m³
Camden - Bloomsbury,2021-10-07 14:00:00+00:00,9,18,27,µg/m³
Camden - Bloomsbury,2021-10-07 13:00:00+00:00,9,17,26,µg/m³
Camden - Bloomsbury,2021-10-07 12:00:00+00:00,9,17,26,µg/m³
Camden - Bloomsbury,2021-10-07 11:00:00+00:00,9,17,26,µg/m³
Camden - Bloomsbury,2021-10-07 10:00:00+00:00,9,17,26,µg/m³
Camden - Bloomsbury,2021-10-07 09:00:00+00:00,9,17,26,µg/m³
Camden - Bloomsbury,2021-10-07 08:00:00+00:00,9,21,30,µg/m³
Camden - Bloomsbury,2021-10-07 07:00:00+00:00,11,23,34,µg/m³
Camden - Bloomsbury,2021-10-07 06:00:00+00:00,14,25,39,µg/m³
Camden - Bloomsbury,2021-10-07 05:00:00+00:00,6,28,34,µg/m³
Camden - Bloomsbury,2021-10-07 04:00:00+00:00,6,17,23,µg/m³
Camden - Bloomsbury,2021-10-07 03:00:00+00:00,7,14,21,µg/m³
Camden - Bloomsbury,2021-10-07 02:00:00+00:00,10,23,33,µg/m³
Camden - Bloomsbury,2021-10-07 01:00:00+00:00,7,17,24,µg/m³
Camden - Bloomsbury,2021-10-07 00:00:00+00:00,11,17,28,µg/m³
Camden - Bloomsbury,2021-10-06 22:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-06 21:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-06 20:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-06 19:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-06 18:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-06 17:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-06 16:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-06 15:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-06 14:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-06 13:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-06 12:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-06 11:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-06 10:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-06 09:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-06 08:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-06 07:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-06 06:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-06 05:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-06 04:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-06 03:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-06 02:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-06 01:00:00+00:00,8,13,21,µg/m³
Camden - Bloomsbury,2021-10-06 00:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-05 23:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-05 22:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-05 21:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-05 20:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-05 19:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-05 18:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-05 17:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-05 16:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-05 15:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-05 14:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-10-05 13:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 12:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 11:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 10:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 09:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 08:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 07:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 06:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 05:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-05 04:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 03:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-05 02:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-05 01:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-05 00:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-04 23:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-04 22:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 21:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 20:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 19:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 18:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 17:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 16:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 15:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 14:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 13:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 12:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 11:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 10:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 09:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 08:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 07:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 06:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 05:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 04:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 03:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-04 02:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-04 01:00:00+00:00,6,9,15,µg/m³
Camden - Bloomsbury,2021-10-04 00:00:00+00:00,5,14,19,µg/m³
Camden - Bloomsbury,2021-10-03 23:00:00+00:00,5,14,19,µg/m³
Camden - Bloomsbury,2021-10-03 22:00:00+00:00,5,14,19,µg/m³
Camden - Bloomsbury,2021-10-03 21:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-10-03 20:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-10-03 19:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-03 18:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-03 17:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-03 16:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-10-03 15:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-03 14:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-03 13:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-03 12:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-03 11:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-03 10:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-03 09:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-03 08:00:00+00:00,4,12,16,µg/m³
Camden - Bloomsbury,2021-10-03 07:00:00+00:00,4,12,16,µg/m³
Camden - Bloomsbury,2021-10-03 06:00:00+00:00,4,12,16,µg/m³
Camden - Bloomsbury,2021-10-03 05:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-03 04:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-03 03:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-03 02:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-03 01:00:00+00:00,3,15,18,µg/m³
Camden - Bloomsbury,2021-10-03 00:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-10-02 23:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-10-02 22:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-10-02 21:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-02 20:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-02 19:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-02 18:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-02 17:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-02 16:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-10-02 15:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-10-02 14:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-10-02 13:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-10-02 12:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-10-02 11:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-10-02 10:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-10-02 09:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-10-02 08:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-02 07:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-02 06:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-10-02 05:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-02 04:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-02 03:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-10-02 02:00:00+00:00,5,14,19,µg/m³
Camden - Bloomsbury,2021-10-02 01:00:00+00:00,4,17,21,µg/m³
Camden - Bloomsbury,2021-10-02 00:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-10-01 23:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-01 22:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-10-01 21:00:00+00:00,4,12,16,µg/m³
Camden - Bloomsbury,2021-10-01 20:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-01 19:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-01 18:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-01 17:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-01 16:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-01 15:00:00+00:00,4,11,15,µg/m³
Camden - Bloomsbury,2021-10-01 14:00:00+00:00,4,12,16,µg/m³
Camden - Bloomsbury,2021-10-01 13:00:00+00:00,4,12,16,µg/m³
Camden - Bloomsbury,2021-10-01 12:00:00+00:00,4,13,17,µg/m³
Camden - Bloomsbury,2021-10-01 11:00:00+00:00,4,13,17,µg/m³
Camden - Bloomsbury,2021-10-01 10:00:00+00:00,4,14,18,µg/m³
Camden - Bloomsbury,2021-10-01 09:00:00+00:00,4,14,18,µg/m³
Camden - Bloomsbury,2021-10-01 08:00:00+00:00,4,14,18,µg/m³
Camden - Bloomsbury,2021-10-01 07:00:00+00:00,4,15,19,µg/m³
Camden - Bloomsbury,2021-10-01 06:00:00+00:00,5,15,20,µg/m³
Camden - Bloomsbury,2021-10-01 05:00:00+00:00,5,15,20,µg/m³
Camden - Bloomsbury,2021-10-01 04:00:00+00:00,5,15,20,µg/m³
Camden - Bloomsbury,2021-10-01 03:00:00+00:00,5,16,21,µg/m³
Camden - Bloomsbury,2021-10-01 02:00:00+00:00,5,16,21,µg/m³
Camden - Bloomsbury,2021-10-01 01:00:00+00:00,2,6,8,µg/m³
Camden - Bloomsbury,2021-10-01 00:00:00+00:00,6,17,23,µg/m³
Camden - Bloomsbury,2021-09-30 23:00:00+00:00,6,17,23,µg/m³
Camden - Bloomsbury,2021-09-30 22:00:00+00:00,6,17,23,µg/m³
Camden - Bloomsbury,2021-09-30 21:00:00+00:00,6,18,24,µg/m³
Camden - Bloomsbury,2021-09-30 20:00:00+00:00,6,18,24,µg/m³
Camden - Bloomsbury,2021-09-30 19:00:00+00:00,6,18,24,µg/m³
Camden - Bloomsbury,2021-09-30 18:00:00+00:00,6,19,25,µg/m³
Camden - Bloomsbury,2021-09-30 17:00:00+00:00,7,19,26,µg/m³
Camden - Bloomsbury,2021-09-30 16:00:00+00:00,6,18,24,µg/m³
Camden - Bloomsbury,2021-09-30 15:00:00+00:00,6,18,24,µg/m³
Camden - Bloomsbury,2021-09-30 14:00:00+00:00,6,17,23,µg/m³
Camden - Bloomsbury,2021-09-30 13:00:00+00:00,7,17,24,µg/m³
Camden - Bloomsbury,2021-09-30 12:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-09-30 11:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-09-30 10:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-09-30 09:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-09-30 08:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-09-30 07:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-09-30 06:00:00+00:00,7,14,21,µg/m³
Camden - Bloomsbury,2021-09-30 05:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-30 04:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-30 03:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-30 02:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-09-30 01:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-09-30 00:00:00+00:00,6,12,18,µg/m³
Camden - Bloomsbury,2021-09-29 23:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 22:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 21:00:00+00:00,6,11,17,µg/m³
Camden - Bloomsbury,2021-09-29 20:00:00+00:00,6,11,17,µg/m³
Camden - Bloomsbury,2021-09-29 19:00:00+00:00,6,11,17,µg/m³
Camden - Bloomsbury,2021-09-29 18:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-09-29 17:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-09-29 16:00:00+00:00,5,11,16,µg/m³
